league,season,game,jersey_number,player,team,is_starter,position,minutes_played
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,27,Hugo Magnetti,Brest,False,,0
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,28,Hianga Mananga Mbock,Brest,False,,0
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,29,Youssouph Badji,Brest,False,FW,2
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,40,Walter Benítez,Nice,True,GK,90
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,4,Dante,Nice,True,CB,90
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,5,Flavius Daniliuc,Nice,True,LB,90
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,6,Morgan Schneiderlin,Nice,True,CM,19
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,8,Pablo Rosario,Nice,True,CM,90
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,9,Kasper Dolberg,Nice,True,FW,59
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,11,Amine Gouiri,Nice,True,"RM,FW",90
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,21,Justin Kluivert,Nice,True,LM,68
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,23,Jordan Lotomba,Nice,True,RB,90
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,25,Jean-Clair Todibo,Nice,True,CB,90
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,28,Hicham Boudaoui,Nice,True,"CM,RM",68
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,1,Marcin Bułka,Nice,False,,0
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,16,Teddy Boulhendi,Nice,False,,0
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,7,Andy Delort,Nice,False,FW,31
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,10,Alexis Claude-Maurice,Nice,False,LM,22
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,19,Khéphren Thuram,Nice,False,CM,22
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,24,Evann Guessand,Nice,False,,0
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,29,Lucas Da Cunha,Nice,False,,0
FRA-Ligue 1,2122,2022-01-09 Brest-Nice,33,Justin Smith,Nice,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,16,Jean-Louis Leca,Lens,True,GK,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,4,Kevin Danso,Lens,True,CB,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,7,Florian Sotoca,Lens,True,FW,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,8,Seko Fofana,Lens,True,CM,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,10,Gaël Kakuta,Lens,True,AM,71
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,11,Jonathan Clauss,Lens,True,WB,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,14,Facundo Medina,Lens,True,CB,71
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,15,Arnaud Kalimuendo,Lens,True,FW,71
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,24,Jonathan Gradit,Lens,True,CB,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,28,Cheick Doucouré,Lens,True,CM,88
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,29,Przemysław Frankowski,Lens,True,WB,83
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,1,Wuilker Faríñez,Lens,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,3,Deiver Machado,Lens,False,WB,7
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,5,Christopher Wooh,Lens,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,9,Ignatius Ganago,Lens,False,FW,19
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,18,Yannick Cahuzac,Lens,False,CM,2
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,19,Ismaëlben Boura,Lens,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,20,David Pereira da Costa,Lens,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,21,Massadio Haïdara,Lens,False,CB,19
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,22,Wesley Saïd,Lens,False,AM,19
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,1,Predrag Rajković,Reims,True,GK,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,2,Wout Faes,Reims,True,CB,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,3,Ghislain Konan,Reims,True,LB,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,5,Yunis Abdelhamid,Reims,True,CB,90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,12,Alexis Flips,Reims,True,"LM,RB,CM",71
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,15,Marshall Munetsi,Reims,True,"CM,RM",90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,19,Mitchell van Bergen,Reims,True,"LW,FW,RB",71
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,20,Ilan Kebbal,Reims,True,"RW,CM",71
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,21,Azor Matusiwa,Reims,True,CM,63
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,22,Hugo Ekitike,Reims,True,FW,44
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,32,Thomas Foket,Reims,True,"CB,RB",90
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,16,Yehvann Diouf,Reims,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,7,El Bilal Touré,Reims,False,"FW,CM",27
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,11,Nathanael Mbuku,Reims,False,CM,19
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,13,Fodé Doucouré,Reims,False,RB,19
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,17,Anastasios Donis,Reims,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,23,Moreto Cassamã,Reims,False,CM,19
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,26,Dion Lopy,Reims,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,28,Bradley Locko,Reims,False,,0
FRA-Ligue 1,2122,2021-10-01 Lens-Reims,29,Moustapha Mbow,Reims,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,1,Anthony Lopes,Lyon,True,GK,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,2,Sinaly Diomande,Lyon,True,CB,60
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,3,Emerson Palmieri,Lyon,True,LB,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,5,Jason Denayer,Lyon,True,CB,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,7,Karl Toko Ekambi,Lyon,True,LW,74
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,8,Houssem Aouar,Lyon,True,AM,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,9,Moussa Dembélé,Lyon,True,FW,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,17,Malo Gusto,Lyon,True,RB,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,23,Thiago Mendes,Lyon,True,DM,60
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,29,Xherdan Shaqiri,Lyon,True,RW,74
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,39,Bruno Guimarães,Lyon,True,DM,89
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,30,Julian Pollersbeck,Lyon,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,4,Castello Lukeba,Lyon,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,10,Lucas Paquetá,Lyon,False,RW,16
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,12,Henrique,Lyon,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,18,Rayan Cherki,Lyon,False,LW,16
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,19,Habib Keita,Lyon,False,DM,1
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,20,Islam Slimani,Lyon,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,25,Maxence Caqueret,Lyon,False,DM,30
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,27,Jérôme Boateng,Lyon,False,CB,30
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,1,Matz Sels,Strasbourg,True,GK,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,2,Frederic Guilbert,Strasbourg,True,RB,64
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,5,Lucas Perrin,Strasbourg,True,CB,76
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,9,Kévin Gameiro,Strasbourg,True,FW,76
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,10,Adrien Thomasson,Strasbourg,True,CM,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,14,Sanjin Prcić,Strasbourg,True,CM,64
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,17,Jean-Ricner Bellegarde,Strasbourg,True,CM,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,19,Anthony Caci,Strasbourg,True,LB,44
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,23,Maxime Le Marchand,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,24,Alexander Djiku,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,25,Ludovic Ajorque,Strasbourg,True,FW,90
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,16,Eiji Kawashima,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,6,Jean-Eudes Aholou,Strasbourg,False,CM,26
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,8,Abdul Majeed Waris,Strasbourg,False,FW,14
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,11,Dimitri Liénard,Strasbourg,False,LB,46
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,18,Mahame Siby,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,20,Habib Diallo,Strasbourg,False,RB,26
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,22,Gerzino Nyamsi,Strasbourg,False,CB,14
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,33,Mouhamadou Diarra,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-09-12 Lyon-Strasbourg,34,Nordine Kandil,Strasbourg,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,30,Marc-Aurèle Caillard,Metz,True,GK,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,5,Jemerson,Metz,True,CB,40
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,7,Ibrahima Niane,Metz,True,FW,60
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,8,Boubacar Traoré,Metz,True,CM,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,9,Nicolas de Préville,Metz,True,FW,67
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,12,Warren Tchimbembé,Metz,True,CM,67
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,14,Vincent Pajot,Metz,True,CM,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,17,Thomas Delaine,Metz,True,"LB,RB",90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,25,William Mikelbrencis,Metz,True,RB,60
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,27,Jean-Armel Kana-Biyik,Metz,True,CB,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,33,Amadou Mbengue,Metz,True,CB,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,40,Ousmane Ba,Metz,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,4,Sikou Niakaté,Metz,False,CB,50
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,11,Opa Nguette,Metz,False,FW,30
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,13,Cheikh Tidiane Sabaly,Metz,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,20,Lamine Gueye,Metz,False,FW,23
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,21,Amine Bassi,Metz,False,CM,23
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,26,Papa Ndiaga Yade,Metz,False,LB,30
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,29,Lenny Lacroix,Metz,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,34,Noah Zilliox,Metz,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,16,Eiji Kawashima,Strasbourg,True,GK,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,2,Frederic Guilbert,Strasbourg,True,RB,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,5,Lucas Perrin,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,9,Kévin Gameiro,Strasbourg,True,FW,76
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,10,Adrien Thomasson,Strasbourg,True,CM,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,11,Dimitri Liénard,Strasbourg,True,LB,89
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,14,Sanjin Prcić,Strasbourg,True,CM,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,17,Jean-Ricner Bellegarde,Strasbourg,True,CM,74
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,22,Gerzino Nyamsi,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,25,Ludovic Ajorque,Strasbourg,True,FW,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,27,Ibrahima Sissoko,Strasbourg,True,CB,90
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,40,Alaa Bellaarouch,Strasbourg,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,4,Karol Fila,Strasbourg,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,6,Jean-Eudes Aholou,Strasbourg,False,CM,16
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,8,Abdul Majeed Waris,Strasbourg,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,15,Dion Moise Sahi,Strasbourg,False,FW,14
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,19,Anthony Caci,Strasbourg,False,LB,1
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,33,Marvin Elimbi,Strasbourg,False,,0
FRA-Ligue 1,2122,2022-01-09 Metz-Strasbourg,34,Nordine Kandil,Strasbourg,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,16,Alfred Gomis,Rennes,True,GK,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,3,Adrien Truffert,Rennes,True,LB,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,6,Nayef Aguerd,Rennes,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,7,Martin Terrier,Rennes,True,LW,31
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,8,Baptiste Santamaria,Rennes,True,LM,45
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,14,Benjamin Bourigeaud,Rennes,True,"RW,RM",82
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,21,Lovro Majer,Rennes,True,"CM,RM",90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,23,Warmed Omari,Rennes,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,24,Gaëtan Laborde,Rennes,True,FW,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,27,Hamari Traoré,Rennes,True,RB,78
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,28,Jonas Martin,Rennes,True,CM,82
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,1,Romain Salin,Rennes,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,4,Loïc Bade,Rennes,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,9,Serhou Guirassy,Rennes,False,FW,45
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,10,Kamaldeen Sulemana,Rennes,False,"LM,LW",59
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,17,Loum Tchaouna,Rennes,False,"RM,CM",8
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,18,Matthis Abline,Rennes,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,19,Andy Diouf,Rennes,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,22,Lorenz Assignon,Rennes,False,RB,12
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,26,Lesley Ugochukwu,Rennes,False,"CM,RM",8
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,40,Walter Benítez,Nice,True,GK,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,4,Dante,Nice,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,8,Pablo Rosario,Nice,True,CM,89
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,9,Kasper Dolberg,Nice,True,FW,74
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,11,Amine Gouiri,Nice,True,FW,82
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,18,Mario Lemina,Nice,True,CM,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,20,Youcef Atal,Nice,True,RB,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,21,Justin Kluivert,Nice,True,LM,82
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,23,Jordan Lotomba,Nice,True,LB,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,25,Jean-Clair Todibo,Nice,True,CB,90
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,28,Hicham Boudaoui,Nice,True,RM,89
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,1,Marcin Bułka,Nice,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,5,Flavius Daniliuc,Nice,False,CB,16
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,6,Morgan Schneiderlin,Nice,False,CM,1
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,10,Alexis Claude-Maurice,Nice,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,19,Khéphren Thuram,Nice,False,RM,1
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,22,Calvin Stengs,Nice,False,LM,8
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,24,Evann Guessand,Nice,False,FW,8
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,26,Melvin Bard,Nice,False,,0
FRA-Ligue 1,2122,2021-12-12 Rennes-Nice,29,Lucas Da Cunha,Nice,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,1,Predrag Rajković,Reims,True,GK,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,2,Wout Faes,Reims,True,CB,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,5,Yunis Abdelhamid,Reims,True,CB,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,6,Andrew Gravillon,Reims,True,CB,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,7,Xavier Chavalerin,Reims,True,"CM,LM",90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,11,Nathanael Mbuku,Reims,True,RW,54
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,22,Hugo Ekitike,Reims,True,FW,69
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,23,Moreto Cassamã,Reims,True,CM,68
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,24,Mathieu Cafaro,Reims,True,LW,54
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,28,Bradley Locko,Reims,True,LM,53
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,32,Thomas Foket,Reims,True,RM,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,16,Yehvann Diouf,Reims,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,9,Kaj Sierhuis,Reims,False,FW,21
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,12,Alexis Flips,Reims,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,13,Fodé Doucouré,Reims,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,14,Valon Berisha,Reims,False,CM,22
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,15,Marshall Munetsi,Reims,False,CM,36
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,20,Ilan Kebbal,Reims,False,RW,37
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,26,Dion Lopy,Reims,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,27,El Bilal Touré,Reims,False,LW,36
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,16,Dimitry Bertaud,Montpellier,True,GK,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,3,Mamadou Sakho,Montpellier,True,CB,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,6,Junior Sambia,Montpellier,True,RB,72
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,9,Andy Delort,Montpellier,True,FW,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,10,Gaëtan Laborde,Montpellier,True,"RW,FW",78
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,11,Téji Savanier,Montpellier,True,"DM,CM",89
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,12,Jordan Ferri,Montpellier,True,"CM,DM",90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,21,Elye Wahi,Montpellier,True,LW,45
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,25,Florent Mollet,Montpellier,True,"AM,CM",73
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,26,Thuler,Montpellier,True,CB,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,31,Nicolas Cozza,Montpellier,True,LB,90
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,30,Matis Carvalho,Montpellier,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,2,Arnaud Souquet,Montpellier,False,RB,18
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,7,Mihailo Ristić,Montpellier,False,CM,1
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,13,Joris Chotard,Montpellier,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,18,Léo Leroy,Montpellier,False,CM,17
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,19,Stephy Mavididi,Montpellier,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,28,Béni Makouana,Montpellier,False,FW,12
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,32,Petar Škuletić,Montpellier,False,,0
FRA-Ligue 1,2122,2021-08-15 Reims-Montpellier,34,Maxime Estève,Montpellier,False,CB,45
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,1,Stefan Bajic,Saint-Étienne,True,GK,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,2,Harold Moukoudi,Saint-Étienne,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,4,Saidou Sow,Saint-Étienne,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,8,Mahdi Camara,Saint-Étienne,True,CM,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,10,Wahbi Khazri,Saint-Étienne,True,LW,78
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,13,Miguel Trauco,Saint-Étienne,True,LM,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,14,Jean-Philippe Krasso,Saint-Étienne,True,FW,45
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,19,Yvan Neyou,Saint-Étienne,True,CM,66
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,20,Denis Bouanga,Saint-Étienne,True,RM,45
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,21,Romain Hamouma,Saint-Étienne,True,RW,65
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,33,Mickael Nade,Saint-Étienne,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,16,Boubacar Fall,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,5,Timothée Kolodziejczak,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,6,Lucas Gourna-Douath,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,7,Ryad Boudebouz,Saint-Étienne,False,FW,45
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,9,Juan Ignacio Ramírez,Saint-Étienne,False,LW,12
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,17,Adil Aouchiche,Saint-Étienne,False,RW,25
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,18,Arnaud Nordin,Saint-Étienne,False,RM,45
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,28,Zaydou Youssouf,Saint-Étienne,False,CM,24
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,32,Bryan Djile Nokoué,Saint-Étienne,False,,0
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,40,Walter Benítez,Nice,True,GK,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,4,Dante,Nice,True,CB,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,5,Flavius Daniliuc,Nice,True,"CB,RB",90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,7,Andy Delort,Nice,True,FW,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,11,Amine Gouiri,Nice,True,FW,68
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,13,Hassane Kamara,Nice,True,LM,78
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,18,Mario Lemina,Nice,True,CM,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,19,Khéphren Thuram,Nice,True,CM,77
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,20,Youcef Atal,Nice,True,RB,88
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,22,Calvin Stengs,Nice,True,RM,78
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,26,Melvin Bard,Nice,True,LB,90
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,1,Marcin Bułka,Nice,False,,0
FRA-Ligue 1,2122,2021-09-25 Saint-Étienne-Nice,6,Morgan Schneiderlin,Nice,False,,0
