,COMPETITION,SEASON,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2
7315,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,41,Giovani Lo Celso,Villarreal,0.03,,Off Target,29,Left Foot,,Nicolas Jackson,Pass (Live),,
7316,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,43,Nicolas Jackson,Villarreal,0.15,0.28,Saved,15,Right Foot,,Giovani Lo Celso,Pass (Live),Daniel Parejo,Pass (Live)
7317,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,44,Nicolas Jackson,Villarreal,0.18,,Off Target,10,Right Foot,Volley,Juan Foyth,Pass (Live),Daniel Parejo,Pass (Live)
7318,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,44,Yeremi Pino,Villarreal,0.17,,Off Target,4,Left Foot,Volley,Nicolas Jackson,Shot,,
7319,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,45+3,Juan Foyth,Villarreal,0.13,,Off Target,9,Head,,Daniel Parejo,Pass (Dead),Giovani Lo Celso,Fouled
7320,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,47,Nicolas Jackson,Villarreal,0.02,0.03,Saved,30,Right Foot,,Pau Torres,Pass (Live),Daniel Parejo,Pass (Live)
7321,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,48,Bryan Gil,Sevilla,0.03,,Off Target,26,Left Foot,,Pape Gueye,Pass (Live),,
7322,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,52,Nicolas Jackson,Villarreal,0.1,,Off Target,13,Left Foot,,Pau Torres,Pass (Live),Alfonso Pedraza,Pass (Live)
7323,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,54,Samuel Chukwueze,Villarreal,0.07,0.28,Saved,9,Left Foot,,Giovani Lo Celso,Pass (Live),Samuel Chukwueze,Pass (Live)
7324,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,55,Yeremi Pino,Villarreal,0.12,,Blocked,5,Head,,Giovani Lo Celso,Pass (Dead),Samuel Chukwueze,Shot
7325,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,55,Pau Torres,Villarreal,0.97,0.99,Goal,2,Left Foot,Volley,Yeremi Pino,Shot,,
7326,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,65,Alfonso Pedraza,Villarreal,0.1,,Off Target,17,Right Foot,,Samuel Chukwueze,Pass (Live),Daniel Parejo,Pass (Live)
7327,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,72,Lucas Ocampos,Sevilla,0.03,,Off Target,24,Right Foot,Volley,Óliver Torres,Pass (Live),Suso,Pass (Live)
7328,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,77,Samuel Chukwueze,Villarreal,0.03,,Blocked,23,Left Foot,,Alex Baena,Pass (Live),Daniel Parejo,Pass (Live)
7329,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,78,Étienne Capoue,Villarreal,0.03,0.15,Saved,29,Right Foot,,Samuel Chukwueze,Pass (Live),Juan Foyth,Pass (Live)
7330,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,79,Daniel Parejo,Villarreal,0.01,,Off Target,32,Right Foot,,Étienne Capoue,Shot,,
7331,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,86,Érik Lamela,Sevilla,0.02,,Off Target,27,Left Foot,,Fernando,Tackle,,
7332,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,89,Jesús Navas,Sevilla,0.02,,Off Target,32,Right Foot,,,,,
7333,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,90+2,Alex Baena,Villarreal,0.02,,Off Target,25,Right Foot,,Nicolas Jackson,Pass (Live),Juan Foyth,Pass (Dead)
7334,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,90+3,Érik Lamela,Sevilla,0.04,,Blocked,12,Left Foot,,Érik Lamela,Take-On,Óliver Torres,Pass (Live)
7335,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,90+4,Youssef En-Nesyri,Sevilla,0.08,0.53,Goal,9,Head,,Ivan Rakitić,Pass (Dead),Óliver Torres,Pass (Dead)
7336,ESP-La Liga,2223,2023-04-23 Sevilla-Villarreal,90+5,Jorge Cuenca,Villarreal,0.13,,Off Target,11,Head,,Alex Baena,Pass (Live),Juan Foyth,Pass (Live)
7337,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,4,Brais Méndez,Real Sociedad,0.03,0.25,Saved,33,Left Foot,Free kick,Mikel Oyarzabal,Fouled,,
7338,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,6,Takefusa Kubo,Real Sociedad,0.07,,Blocked,14,Left Foot,,Asier Illarramendi,Pass (Live),Takefusa Kubo,Pass (Live)
7339,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,8,Alexander Sørloth,Real Sociedad,0.18,,Off Target,10,Right Foot,,,,,
7340,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,10,Brais Méndez,Real Sociedad,0.03,0.1,Saved,29,Left Foot,,Andoni Gorosabel,Pass (Live),Álex Remiro,Pass (Live)
7341,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,16,Takefusa Kubo,Real Sociedad,0.13,,Blocked,12,Right Foot,,Aihen Muñoz,Pass (Dead),,
7342,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,19,Martín Zubimendi,Real Sociedad,0.02,,Off Target,25,Left Foot,,Martín Zubimendi,Interception,,
7343,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,43,Sergio Canales,Betis,0.19,,Off Target,9,Right Foot,,Rodri,Pass (Live),William Carvalho,Pass (Live)
7344,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,45+1,Asier Illarramendi,Real Sociedad,0.02,,Off Target,34,Right Foot,Volley,Álex Remiro,Pass (Dead),Aihen Muñoz,Fouled
7345,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,45+5,Juan Miranda,Betis,0.03,,Off Target,11,Head,,Guido Rodríguez,Pass (Live),Sergio Canales,Pass (Live)
7346,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,55,Borja Iglesias,Betis,0.08,,Off Target,21,Right Foot,,Sergio Canales,Pass (Live),William Carvalho,Pass (Live)
7347,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,57,Igor Zubeldia,Real Sociedad,0.3,,Blocked,5,Head,,Alexander Sørloth,Pass (Live),Brais Méndez,Pass (Dead)
7348,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,57,Robin Le Normand,Real Sociedad,0.07,,Off Target,9,Head,,Asier Illarramendi,Pass (Live),Alexander Sørloth,Pass (Live)
7349,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,60,Juan Miranda,Betis,0.05,,Blocked,31,Left Foot,Free kick,Borja Iglesias,Fouled,,
7350,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,65,Ayoze Pérez,Betis,0.12,,Off Target,14,Right Foot,,Juan Miranda,Pass (Live),Sergio Canales,Pass (Live)
7351,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,68,Borja Iglesias,Betis,0.08,,Off Target,10,Right Foot,Volley,Luiz Henrique,Pass (Live),Aitor Ruibal,Pass (Live)
7352,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,70,William Carvalho,Betis,0.04,,Off Target,27,Left Foot,Volley,Sergio Canales,Pass (Live),Aitor Ruibal,Pass (Live)
7353,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,74,Sergio Canales,Betis,0.09,,Off Target,13,Right Foot,,Juan Miranda,Pass (Live),Ayoze Pérez,Pass (Live)
7354,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,82,Aitor Ruibal,Betis,0.06,,Blocked,7,Head,,Juan Miranda,Pass (Live),Sergio Canales,Pass (Live)
7355,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,82,Aitor Ruibal,Betis,0.1,0.14,Saved,5,Right Foot,Volley,Aitor Ruibal,Shot,,
7356,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,89,Ayoze Pérez,Betis,0.13,,Blocked,14,Right Foot,,Luiz Henrique,Pass (Live),Borja Iglesias,Pass (Live)
7357,ESP-La Liga,2223,2023-04-25 Betis-Real Sociedad,90+5,Mikel Merino,Real Sociedad,0.12,0.3,Saved,18,Left Foot,,Ander Barrenetxea,Pass (Live),David Silva,Pass (Live)
7358,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,3,Chris Ramos,Cádiz,0.04,,Blocked,15,Right Foot,,Theo Bongonda,Pass (Live),Theo Bongonda,Take-On
7359,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,4,Rubén Sobrino,Cádiz,0.15,0.06,Saved,10,Left Foot,,Isaac Carcelen,Pass (Live),Víctor Chust,Pass (Live)
7360,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,11,Luis Hernández,Cádiz,0.04,,Off Target,12,Head,,Alfonso Espino,Pass (Live),Isaac Carcelen,Pass (Dead)
7361,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,13,Chris Ramos,Cádiz,0.04,,Blocked,23,Right Foot,,Roger Martí,Pass (Live),Alfonso Espino,Pass (Live)
7362,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,26,Víctor Chust,Cádiz,0.14,0.12,Saved,10,Head,,Isaac Carcelen,Pass (Dead),Rubén Alcaraz,Fouled
7363,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,33,Roger Martí,Cádiz,0.14,,Off Target,17,Right Foot,,Rubén Alcaraz,Pass (Live),Chris Ramos,Pass (Live)
7364,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,36,Unai García,Osasuna,0.04,0.03,Saved,11,Head,Deflected,Rubén García,Pass (Dead),Nacho Vidal,Fouled
7365,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,39,Pablo Ibáñez,Osasuna,0.15,,Off Target,11,Head,,Iker Benito,Pass (Live),Ante Budimir,Pass (Live)
7366,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,43,Ante Budimir,Osasuna,0.12,0.07,Saved,13,Right Foot,,Rubén García,Pass (Live),Iker Muñoz,Pass (Live)
7367,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,45+1,Ante Budimir,Osasuna,0.04,,Off Target,17,Left Foot,,Ante Budimir,Take-On,Pablo Ibáñez,Pass (Live)
7368,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,45+2,Rubén Sobrino,Cádiz,0.09,,Blocked,10,Head,,Theo Bongonda,Take-On,Fede San Emeterio,Pass (Live)
7369,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,45+3,Chris Ramos,Cádiz,0.17,,Blocked,10,Right Foot,Volley,Isaac Carcelen,Pass (Dead),Rubén Sobrino,Shot
7370,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,61,Chris Ramos,Cádiz,0.02,,Off Target,16,Head,,Isaac Carcelen,Pass (Live),Theo Bongonda,Pass (Dead)
7371,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,62,Rubén García,Osasuna,0.03,0.18,Goal,28,Left Foot,,Manu Sánchez,Pass (Live),Juan Cruz Armada,Pass (Live)
7372,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,66,Theo Bongonda,Cádiz,0.09,0.02,Saved,15,Head,,Alfonso Espino,Pass (Live),Fede San Emeterio,Pass (Live)
7373,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,71,Chris Ramos,Cádiz,0.03,,Off Target,15,Head,,Isaac Carcelen,Pass (Dead),Isaac Carcelen,Pass (Live)
7374,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,73,Iván Alejo,Cádiz,0.02,,Off Target,27,Left Foot,,Álvaro Negredo,Pass (Live),Sergi Guardiola,Pass (Live)
7375,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,77,Álex Fernández,Cádiz,0.03,0.02,Saved,24,Right Foot,,Álex Fernández,Pass (Live),Rubén Alcaraz,Pass (Dead)
7376,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,82,Rubén Alcaraz,Cádiz,0.07,,Off Target,22,Right Foot,Volley,Isaac Carcelen,Pass (Live),Rubén Alcaraz,Pass (Live)
7377,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,90,Chris Ramos,Cádiz,0.05,,Off Target,15,Head,,Luis Hernández,Pass (Live),Álex Fernández,Pass (Live)
7378,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,90+1,Álvaro Negredo,Cádiz,0.11,,Blocked,6,Head,,Chris Ramos,Pass (Live),Alfonso Espino,Pass (Live)
7379,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,90+3,Chris Ramos,Cádiz,0.04,,Off Target,14,Head,,Alfonso Espino,Pass (Live),Álex Fernández,Pass (Live)
7380,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,90+4,Álvaro Negredo,Cádiz,0.07,,Off Target,8,Head,,Álex Fernández,Pass (Dead),Álex Fernández,Pass (Live)
7381,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,90+4,Jon Moncayola,Osasuna,0.63,0.7,Saved,16,Left Foot,,,,,
7382,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,90+6,Álex Fernández,Cádiz,0.08,,Off Target,10,Head,,Isaac Carcelen,Pass (Dead),Isaac Carcelen,Pass (Live)
7383,ESP-La Liga,2223,2023-04-25 Cádiz-Osasuna,90+11,Jeremías Ledesma,Cádiz,0.05,,Blocked,11,Head,,Alfonso Espino,Pass (Dead),Rubén Alcaraz,Pass (Live)
7384,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,1,Rodrygo,Real Madrid,0.19,,Blocked,4,Left Foot,,Luka Modrić,Pass (Live),Vinicius Júnior,Pass (Live)
7385,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,2,Viktor Tsyhankov,Girona,0.02,,Blocked,22,Left Foot,,Yan Couto,Pass (Live),,
7386,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,5,Vinicius Júnior,Real Madrid,0.03,,Blocked,15,Right Foot,,Éder Militão,Pass (Live),Dani Carvajal,Pass (Live)
7387,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,6,Toni Kroos,Real Madrid,0.03,,Blocked,28,Left Foot,,Vinicius Júnior,Pass (Live),Vinicius Júnior,Shot
7388,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,6,Federico Valverde,Real Madrid,0.02,0.39,Saved,30,Right Foot,,Luka Modrić,Pass (Live),Federico Valverde,Pass (Live)
7389,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,9,Dani Carvajal,Real Madrid,0.05,,Blocked,13,Right Foot,Volley,Toni Kroos,Pass (Live),Nacho,Pass (Live)
7390,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,12,Valentín Castellanos,Girona,0.55,0.53,Goal,6,Head,,Miguel Gutiérrez,Pass (Live),Iván Martín,Pass (Live)
7391,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,15,Federico Valverde,Real Madrid,0.11,,Off Target,8,Head,,Toni Kroos,Pass (Dead),,
7392,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,17,Rodrygo,Real Madrid,0.03,,Blocked,23,Right Foot,,Rodrygo,Take-On,Luka Modrić,Pass (Live)
7393,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,23,Rodrygo,Real Madrid,0.12,,Off Target,17,Right Foot,,Vinicius Júnior,Pass (Live),Vinicius Júnior,Take-On
7394,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,24,Valentín Castellanos,Girona,0.08,0.03,Goal,14,Right Foot,,Arnau Martinez,Pass (Live),Yan Couto,Pass (Live)
7395,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,27,Federico Valverde,Real Madrid,0.04,,Off Target,20,Right Foot,,Luka Modrić,Pass (Live),Rodrygo,Pass (Live)
7396,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,28,Viktor Tsyhankov,Girona,0.18,,Off Target,18,Right Foot,Volley,Paulo Gazzaniga,Pass (Dead),,
7397,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,33,Luka Modrić,Real Madrid,0.02,,Blocked,25,Left Foot,,Nacho,Pass (Live),Vinicius Júnior,Pass (Live)
7398,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,34,Vinicius Júnior,Real Madrid,0.39,0.28,Goal,4,Head,,Marco Asensio,Pass (Live),Federico Valverde,Pass (Live)
7399,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,37,Valentín Castellanos,Girona,0.05,0.47,Saved,23,Right Foot,,Yan Couto,Pass (Live),Viktor Tsyhankov,Pass (Live)
7400,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,38,Rodrigo Riquelme,Girona,0.06,,Off Target,16,Right Foot,,Arnau Martinez,Pass (Live),Oriol Romeu,Pass (Live)
7401,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,45+1,Yan Couto,Girona,0.08,,Off Target,16,Right Foot,,Viktor Tsyhankov,Pass (Live),Viktor Tsyhankov,Take-On
7402,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,46,Valentín Castellanos,Girona,0.53,0.52,Goal,8,Right Foot,,Yan Couto,Pass (Live),Santiago Bueno,Pass (Live)
7403,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,50,Valentín Castellanos,Girona,0.07,,Off Target,10,Head,,Rodrigo Riquelme,Pass (Dead),Yan Couto,Pass (Live)
7404,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,60,Federico Valverde,Real Madrid,0.17,,Off Target,14,Right Foot,,Dani Carvajal,Shot,,
7405,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,60,Dani Carvajal,Real Madrid,0.02,,Blocked,15,Right Foot,Volley,Marco Asensio,Pass (Live),Toni Kroos,Pass (Live)
7406,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,62,Rodrigo Riquelme,Girona,0.01,,Blocked,31,Right Foot,,Viktor Tsyhankov,Pass (Dead),,
7407,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,62,Valentín Castellanos,Girona,0.32,0.08,Goal,6,Head,,Rodrigo Riquelme,Shot,,
7408,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,71,Viktor Tsyhankov,Girona,0.06,,Blocked,16,Left Foot,,Viktor Tsyhankov,Pass (Live),Yan Couto,Pass (Live)
7409,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,75,Rodrygo,Real Madrid,0.01,,Off Target,32,Right Foot,,Aurélien Tchouaméni,Pass (Live),Dani Carvajal,Pass (Live)
7410,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,76,Valery Fernández,Girona,0.32,,Off Target,4,Left Foot,Volley,Iván Martín,Pass (Live),Iván Martín,Pass (Live)
7411,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,78,Marco Asensio,Real Madrid,0.02,,Blocked,30,Left Foot,,Marco Asensio,Take-On,,
7412,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,80,Mariano,Real Madrid,0.04,,Off Target,10,Head,,Toni Kroos,Pass (Live),Aurélien Tchouaméni,Pass (Live)
7413,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,85,Lucas Vázquez,Real Madrid,0.41,0.85,Goal,8,Left Foot,,Vinicius Júnior,Pass (Live),Vinicius Júnior,Take-On
7414,ESP-La Liga,2223,2023-04-25 Girona-Real Madrid,89,Vinicius Júnior,Real Madrid,0.08,,Blocked,8,Head,,Lucas Vázquez,Pass (Live),Aurélien Tchouaméni,Pass (Live)
7415,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,2,Koke,Atlético Madrid,0.03,0.07,Saved,24,Right Foot,,Nahuel Molina,Pass (Live),Álvaro Morata,Pass (Live)
7416,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,6,Álvaro Morata,Atlético Madrid,0.05,,Off Target,9,Head,,Yannick Carrasco,Pass (Live),Thomas Lemar,Pass (Dead)
7417,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,7,Rodrigo De Paul,Atlético Madrid,0.03,,Off Target,33,Right Foot,,Álvaro Morata,Pass (Live),Thomas Lemar,Pass (Live)
7418,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,13,Antoine Griezmann,Atlético Madrid,0.05,,Off Target,13,Left Foot,,Yannick Carrasco,Pass (Live),Antoine Griezmann,Pass (Live)
7419,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,17,Álvaro Morata,Atlético Madrid,0.09,,Off Target,14,Right Foot,,Antoine Griezmann,Pass (Live),Rodrigo De Paul,Pass (Live)
7420,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,20,Matija Nastasić,Mallorca,0.48,0.19,Goal,4,Head,,Dani Rodríguez,Pass (Dead),Manu Morlanes,Pass (Live)
7421,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,22,Antoine Griezmann,Atlético Madrid,0.13,0.15,Saved,14,Left Foot,,Yannick Carrasco,Pass (Live),José María Giménez,Pass (Live)
7422,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,25,Nahuel Molina,Atlético Madrid,0.01,,Blocked,29,Right Foot,,Nahuel Molina,Pass (Live),Axel Witsel,Pass (Live)
7423,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,25,Mario Hermoso,Atlético Madrid,0.03,,Blocked,30,Left Foot,,Koke,Pass (Live),Nahuel Molina,Pass (Live)
7424,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,28,Yannick Carrasco,Atlético Madrid,0.04,,Off Target,26,Left Foot,,Yannick Carrasco,Take-On,Koke,Pass (Live)
7425,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,29,Álvaro Morata,Atlético Madrid,0.1,0.02,Saved,17,Right Foot,,Koke,Pass (Live),José María Giménez,Pass (Live)
7426,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,34,Thomas Lemar,Atlético Madrid,0.02,0.06,Saved,29,Left Foot,,Rodrigo De Paul,Pass (Live),Axel Witsel,Pass (Live)
7427,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,36,Mario Hermoso,Atlético Madrid,0.05,,Blocked,14,Left Foot,Volley,Rodrigo De Paul,Pass (Live),Koke,Pass (Live)
7428,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,36,Yannick Carrasco,Atlético Madrid,0.07,,Blocked,16,Right Foot,,Antoine Griezmann,Pass (Live),Mario Hermoso,Shot
7429,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,45,José María Giménez,Atlético Madrid,0.02,,Off Target,28,Right Foot,,Rodrigo De Paul,Pass (Live),José María Giménez,Pass (Live)
7430,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,45+2,Antoine Griezmann,Atlético Madrid,0.06,0.07,Saved,13,Left Foot,,Mario Hermoso,Pass (Live),,
7431,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,45+2,Rodrigo De Paul,Atlético Madrid,0.43,0.37,Goal,9,Right Foot,,Antoine Griezmann,Pass (Live),Antoine Griezmann,Shot
7432,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,47,Álvaro Morata,Atlético Madrid,0.05,0.36,Goal,12,Head,,Nahuel Molina,Pass (Live),Axel Witsel,Pass (Live)
7433,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,50,José María Giménez,Atlético Madrid,0.18,0.24,Saved,11,Head,,Antoine Griezmann,Pass (Dead),Álvaro Morata,Fouled
7434,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,53,Ángel Rodríguez,Mallorca,0.28,0.07,Saved,12,Right Foot,,Jaume Costa,Pass (Live),Copete,Pass (Live)
7435,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,54,Rodrigo De Paul,Atlético Madrid,0.05,,Blocked,26,Right Foot,,Thomas Lemar,Pass (Live),Mario Hermoso,Pass (Live)
7436,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,55,Álvaro Morata,Atlético Madrid,0.03,,Off Target,8,Head,,Yannick Carrasco,Pass (Live),Thomas Lemar,Pass (Live)
7437,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,58,Axel Witsel,Atlético Madrid,0.12,,Off Target,4,Head,,Yannick Carrasco,Pass (Dead),Thomas Lemar,Fouled
7438,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,61,Dennis Hadzikadunic,Mallorca,0.04,,Off Target,9,Head,,Dani Rodríguez,Pass (Live),Jaume Costa,Pass (Dead)
7439,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,63,Antoine Griezmann,Atlético Madrid,0.02,,Off Target,34,Left Foot,,Mario Hermoso,Pass (Live),José María Giménez,Pass (Live)
7440,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,66,Dani Rodríguez,Mallorca,0.03,,Blocked,20,Right Foot,,Dani Rodríguez,Take-On,Dani Rodríguez,Take-On
7441,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,75,Álvaro Morata,Atlético Madrid,0.09,,Off Target,12,Right Foot,,Saúl Ñíguez,Pass (Live),Koke,Pass (Live)
7442,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,75,Lee Kang-in,Mallorca,0.03,,Blocked,16,Left Foot,,Lee Kang-in,Take-On,Dani Rodríguez,Pass (Live)
7443,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,76,Lee Kang-in,Mallorca,0.04,,Blocked,17,Right Foot,,Jaume Costa,Pass (Live),Dani Rodríguez,Pass (Live)
7444,ESP-La Liga,2223,2023-04-26 Atlético Madrid-Mallorca,77,Yannick Carrasco,Atlético Madrid,0.94,0.94,Goal,7,Right Foot,,Yannick Carrasco,Take-On,Antoine Griezmann,Pass (Live)
7445,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,1,Gonçalo Paciência,Celta Vigo,0.07,0.14,Saved,12,Left Foot,,Iago Aspas,Pass (Live),Gonçalo Paciência,Pass (Live)
7446,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,3,Josan,Elche,0.08,,Off Target,9,Right Foot,Volley,Carlos Clerc,Pass (Live),John Donald,Pass (Live)
7447,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,5,Hugo Mallo,Celta Vigo,0.1,0.04,Saved,11,Head,,Fran Beltrán,Pass (Live),Javi Galán,Pass (Dead)
7448,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,8,Renato Tapia,Celta Vigo,0.04,0.11,Saved,32,Right Foot,Free kick,Gonçalo Paciência,Fouled,,
7449,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,14,Tete Morente,Elche,0.03,,Blocked,23,Right Foot,,Fidel,Pass (Live),Randy Ntekja,Pass (Live)
7450,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,15,Carlos Clerc,Elche,0.02,,Off Target,27,Left Foot,,Fidel,Take-On,Gerard Gumbau,Pass (Live)
7451,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,15,Lisandro Magallán,Elche,0.41,,Off Target,10,Right Foot,,Carlos Clerc,Shot,,
7452,ESP-La Liga,2223,2023-04-26 Celta Vigo-Elche,17,Iago Aspas,Celta Vigo,0.04,0.04,Saved,25,Left Foot,,,,,
